occurrenceID	basisOfRecord	scientificName	scientificNameAuthorship	taxonRank	kingdom	family	genus	specificEpithet	infraspecificEpithet	taxonRemarks	eventDate	year	month	day	recordedBy	identifiedBy	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	country	countryCode	stateProvince	county	locality	elevation	elevationUnit	habitat	associatedTaxa	occurrenceRemarks	catalogNumber	institutionCode	collectionCode	license	rightsHolder	datasetName	references
ORCHID_3039	HumanObservation	Onc  truncatum		species	Plantae	Orchidaceae	Onc	truncatum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3832T_Onc truncatum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3039	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3040	HumanObservation	Orpha  radicans		species	Plantae	Orchidaceae	Orpha	radicans			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4639T_Onithophora radicans.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3040	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3041	HumanObservation	CT Onithophora radicans		species	Plantae	Orchidaceae	CT	Onithophora			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4639CT_Onithophora radicans.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3041	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3042	HumanObservation	PT Orniphora radicans		species	Plantae	Orchidaceae	PT	Orniphora			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4639PT_Orniphora radicans.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3042	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3043	HumanObservation	PT Ornithophora radicans		species	Plantae	Orchidaceae	PT	Ornithophora			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4639PT_Ornithophora radicans 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3043	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3044	HumanObservation	Ogm pulchellum		species	Plantae	Orchidaceae	Ogm	pulchellum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/1545T_Osmoglossum pulchellum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3044	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3045	HumanObservation	T Osmoglossum pulchellum		species	Plantae	Orchidaceae	T	Osmoglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/1412T_Osmoglossum pulchellum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3045	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3046	HumanObservation	Ogm  pulchellum		species	Plantae	Orchidaceae	Ogm	pulchellum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4226T_Osmoglossum pulchellum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3046	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3047	HumanObservation	CT Osmoglossum pulchellum		species	Plantae	Orchidaceae	CT	Osmoglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4226CT_Osmoglossum pulchellum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3047	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3048	HumanObservation	DT Osmoglossum pulchellum		species	Plantae	Orchidaceae	DT	Osmoglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4226DT_Osmoglossum pulchellum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3048	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3049	HumanObservation	PT Osmoglossum puchellum		species	Plantae	Orchidaceae	PT	Osmoglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4226PT_Osmoglossum puchellum 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3049	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3050	HumanObservation	Pha  cultrifolia		species	Plantae	Orchidaceae	Pha	cultrifolia			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4892T_Plectrophora cultrifolia 1.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3050	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3051	HumanObservation	T Plectrophora cultrifolia		species	Plantae	Orchidaceae	T	Plectrophora			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4892T_Plectrophora cultrifolia 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3051	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3052	HumanObservation	Pyp  papilio		species	Plantae	Orchidaceae	Pyp	papilio			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/83T_Psychopsis papilio.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3052	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3053	HumanObservation	CT Psychopsis papilio		species	Plantae	Orchidaceae	CT	Psychopsis			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/83CT_Psychopsis papilio.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3053	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3054	HumanObservation	T Pyp papilio		species	Plantae	Orchidaceae	T	Pyp			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/83T_Pyp papilio 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3054	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3055	HumanObservation	PT Pyp papilio		species	Plantae	Orchidaceae	PT	Pyp			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/83PT_Pyp papilio 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3055	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3056	HumanObservation	Rst  bictoniensis		species	Plantae	Orchidaceae	Rst	bictoniensis			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/5017T_Rhynchostele bictoniensis.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3056	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3057	HumanObservation	CT Rhynchostele bictoniensis		species	Plantae	Orchidaceae	CT	Rhynchostele			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/5017CT_Rhynchostele bictoniensis.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3057	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3058	HumanObservation	Rst  bictoniense		species	Plantae	Orchidaceae	Rst	bictoniense			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3894T_Rhynchostele bictionense.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3058	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3059	HumanObservation	Rst  maculata		species	Plantae	Orchidaceae	Rst	maculata			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3346T_Rhynchostele maculata.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3059	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3060	HumanObservation	CT Rhynchostele maculata		species	Plantae	Orchidaceae	CT	Rhynchostele			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3346CT_Rhynchostele maculata.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3060	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3061	HumanObservation	Rst  uroskinneri		species	Plantae	Orchidaceae	Rst	uroskinneri			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/1885T_Rhynchostele uroskinneri.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3061	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3062	HumanObservation	CT Rhynchostele uroskinneri		species	Plantae	Orchidaceae	CT	Rhynchostele			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/1885CT_Rhynchostele uroskinneri.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3062	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3063	HumanObservation	Rdza decora		species	Plantae	Orchidaceae	Rdza	decora			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4669T_Rodriguezia decora.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3063	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3064	HumanObservation	CT Rodriguezia decora		species	Plantae	Orchidaceae	CT	Rodriguezia			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4669CT_Rodriguezia decora.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3064	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3065	HumanObservation	Ros  grande		species	Plantae	Orchidaceae	Ros	grande			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3376T_Rossioglossum grande.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3065	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3066	HumanObservation	Ros  insleayi		species	Plantae	Orchidaceae	Ros	insleayi			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4763T_Rossioglossum insleayi.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3066	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3067	HumanObservation	CT Rossioglossum insleayi		species	Plantae	Orchidaceae	CT	Rossioglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4763CT_Rossioglossum insleayi.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3067	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3068	HumanObservation	IT Rossioglossum insleyi		species	Plantae	Orchidaceae	IT	Rossioglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4763IT_Rossioglossum insleyi.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3068	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3069	HumanObservation	Ros  schleiperianum		species	Plantae	Orchidaceae	Ros	schleiperianum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/1882T_Rossioglossum schleiperianum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3069	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3070	HumanObservation	CT Rossioglossum schleiperianum		species	Plantae	Orchidaceae	CT	Rossioglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/1882CT_Rossioglossum schleiperianum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3070	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3071	HumanObservation	T Rossioglossum schleiperianum aurea		species	Plantae	Orchidaceae	T	Rossioglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4324T_Rossioglossum schleiperianum aurea.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3071	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3072	HumanObservation	Sgmx  graminea		species	Plantae	Orchidaceae	Sgmx	graminea			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3466PT_Sigmatostalix gramminea.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3072	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3073	HumanObservation	CT Sigmatostalix gramminea		species	Plantae	Orchidaceae	CT	Sigmatostalix			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3466CT_Sigmatostalix gramminea.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3073	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3074	HumanObservation	Sdps  tigroides		species	Plantae	Orchidaceae	Sdps	tigroides			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3121T_Solenidiopsis tigroides.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3074	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3075	HumanObservation	CT Solenidiopsis tigroides		species	Plantae	Orchidaceae	CT	Solenidiopsis			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3121CT_Solenidiopsis tigroides.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3075	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3076	HumanObservation	Sdm  portillae		species	Plantae	Orchidaceae	Sdm	portillae			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3123T_Solenidium portillae.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3076	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3077	HumanObservation	CT Solenidium portillae		species	Plantae	Orchidaceae	CT	Solenidium			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3123CT_Solenidium portillae.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3077	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3078	HumanObservation	Sym  sanguineum		species	Plantae	Orchidaceae	Sym	sanguineum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3808T_Symphyglossum sanguineum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3078	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3079	HumanObservation	T Symphyglossum sanguineum		species	Plantae	Orchidaceae	T	Symphyglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3808T_Symphyglossum sanguineum 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3079	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3080	HumanObservation	CT Symphyglossum sanguineum		species	Plantae	Orchidaceae	CT	Symphyglossum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3808CT_Symphyglossum sanguineum 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3080	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3081	HumanObservation	Trt  longicalcaratum		species	Plantae	Orchidaceae	Trt	longicalcaratum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3611T_Trichocentrum longicalcaratum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3081	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3082	HumanObservation	CT Trichocentrum longicalcaratum		species	Plantae	Orchidaceae	CT	Trichocentrum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3611CT_Trichocentrum longicalcaratum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3082	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3083	HumanObservation	ST Trichocentrum longicalcaratum		species	Plantae	Orchidaceae	ST	Trichocentrum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3611ST_Trichocentrum longicalcaratum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3083	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3084	HumanObservation	Trt  stramineum		species	Plantae	Orchidaceae	Trt	stramineum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/4903T_Trichocentrum stramineum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3084	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3085	HumanObservation	Trt  microchilum		species	Plantae	Orchidaceae	Trt	microchilum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3997IT_Trichocentrum microchilum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3085	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3547	HumanObservation	CT Sob callosa		species	Plantae	Orchidaceae	CT	Sob			2025-08-24	2025	8	24												meters			"From Roberta Fox's Sobralia collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Sobralia/Species/4115CT_Sob callosa 2.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupSobralia.html"	3547	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
ORCHID_3086	HumanObservation	CT Trichocentrum microchilum		species	Plantae	Orchidaceae	CT	Trichocentrum			2025-08-24	2025	8	24												meters			"From Roberta Fox's Oncidium Alliance collection at orchidcentral.org
Image: http://orchidcentral.org/Images/Oncidium Alliance/Species/3997CT_Trichocentrum microchilum.jpg
Photo © Roberta Fox - orchidcentral.org
Source: http://orchidcentral.org/WebPages/GroupOncidium.html"	3086	FCOS	roberta_fox_comprehensive	CC-BY-NC	Five Cities Orchid Society	Five Cities Orchid Society Collection Database	https://atlas.fivecitiescalifornia.org
